code;product_name;brands;nutriscore_grade;nova_group;additives_found;additives_names;additives_risk_levels;ingredients_text
8437008295022;Sobrasada;choripalma;e;4;E252;Nitrato potásico;alto;Tocino, sal,vino (sulfitos),pimienta negra, ajos, preparado para elaboración de productos cárnicos (pimentón y especias, sal, dextrina blanca, azúcar (dextrosa), estabilizadores (E450 y E452), colorante natural (E120) conservador (E252) y pimentón.
8437008693705;Roscón con Relleno;Dulcinova;e;4;E127;Eritrosina;alto;Relleno 45% [Nata (contiene LECHE), mazada (contiene LECHE), grasa vegetal totalmente hidrogenada (palmiste, palma), glucosa, humectante (sorbitol), proteínas de la LECHE, emulgentes: E472b, E435 y E475, estabilizantes: E331, E410 y E407 y colorante: beta-caroteno], harina de TRIGO, azúcar, HUEVO en
8437012494244;;Inti's Cola;e;4;E102;Tartrazina;alto;Carbonated Water, Sugar, Acidifier: Citric Acid, Flavour, Acidity regulator: sodium citrate, Preservative: Potassium Sorbate, Sweeteners: Sucralose and acesulfame k, Color: E102.
8437013139748;Ensalada Pasta;Hacendado,Foodiverse;c;4;E250;Nitrito sódico;alto;Espirales de pasta de trigo simple cocida 34% conserva y E410), azúcar, aromas, antioxidante (E316), extracto de levadura, conservador (E250) y aroma de humo) y mezcla de brotes de lechuga en proporción variable 10% (brotes de go de
8437013358231;Chicle bola gragea;Choc Belga;unknown;4;E102|E129|E171;Tartrazina|Rojo Allura AC|Dióxido de titanio;alto|alto|alto;Azúcar, Dextrosa, Goma base, Jarabe de glucosa, Espesante: Goma arábiga, Humectante: Glicerina, Sorbitoles, Aromas, Emulgente: Lecitina de Soja: Agente de Abejas, Cera carnauba, Aceite de oliva, Antioxidante: BHA, Colorantes: E102, E129, E133, E171.
8437015612867;Salchichas Wagyu;;unknown;4;E250;Nitrito sódico;alto;Carne de vacuno Wagyu (80%), agua, sal, fibra vegetal, especias, estabilizante (E451i), dextrosa, conservante (E250), colorante (E120), y antioxidante (E301)
8437017349815;Diablichos (Tradición Venezolana);;unknown;;E250;Nitrito sódico;alto;carne y grasa de cerdo, sal,azúcar sal nitro (E250), especias y semillas de mostaza.
8437018598427;Chistorra Oreada de Serón;Peñacruz;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Carne de cerdo, pimentón, sal, especias, dextrosa, estabilizantes (E450, E451), LACTOSA, azúcar, antioxidantes (E301, E331iii), potenciador del sabor (E261), extracto vegetal, conservadores (E250, E252), colorante (E120)
8443623560803;Galletas de naranja;;unknown;4;E102|E129;Tartrazina|Rojo Allura AC;alto|alto;Harina de trigo, azúcar, grasa vegetal (grasa y aceite vegetal refinados (palma y girasol), agua, emulgente (E-471), sal, acidulante (E330), conservador (E200). aroma y colorante (E160ai)), huevos, levadura (levadura y gasificador (E491)), sal y aroma de naranja (0,2%) (agua, azúcar, jarabe de gluco
8473099014166;Mix goma;Abiarjo;e;4;E171;Dióxido de titanio;alto;Azucar, jarabe de glucosa, jarabe fructosa y glucosa, agua, gelatina, harina de TRIGO (GLUTEN), almidon, acidulantes (E330, E296, E270), gelificante pectina, grasa vegetal (palma), aromas, correctores de acidez (E325, E331, E350), sal, emulgente (E471), concentrados (zanahoria, grosella negra, carta
8480000120205;Chocoiris;Hacendado;e;4;E171;Dióxido de titanio;alto;Azúcar, _cacahuete_ 19%, manteca de cacao, _leche_ entera en polvo, pasta de cacao, suero, estabilizante (goma arábiga), emulgente (lecitinas (_soja_)), jarabe de glucosa, colorantes (E171, E120, E100, E133), aroma de vainilla, agentes de recubrimiento (E904, cera microcristalina, cera carnauba),
8480000124876;Fussion, chocolate sabor a fresa;Hacendado;e;4;E171;Dióxido de titanio;alto;Azúcar, manteca de cacao, jarabe de glucosa y fructosa, _leche_ desnatada en polvo, pasta de cacao, agua, materia grasa _láctea_ anhidra, aceite vegetal de girasol, estabilizador (E440), emulgentes (lecitina de girasol, E476, E472c), correctores de acidez (E330, E333), colorantes (concentrado de bay
8480000124890;Fussion sabor a menta;Hacendado;e;4;E171;Dióxido de titanio;alto;Azúcar, pasta de cacao, jarabe de glucosa-fructosa, agua, manteca de cacao, aceite vegetal de coco, humectante (glicerina), emulgentes (lecitinas de girasol, E476, E472c), estabilizante (E440), aroma natural de menta, aroma (vainillina), corrector de acidez (E330, E327, E333), conservador (E202), co
8480000136107;Mora sin alcohol;Pi.omka;e;4;E122;Azorrubina, Carmoisina;alto;Agua, jarabe de glucosa y fructosa, azúcar, zumo de frutas a partir de concentrado, conservantes (E202, E211), acidulante (E330), aroma de mora, colorantes (E122, E133).
8480000136114;Manzana verde sin alcohol;Pi.omka;e;4;E102|E104;Tartrazina|Amarillo de quinoleína;alto|alto;Agua, jarabe de glucosa y fructosa, zumo de manzana a partir de concentrado, azúcar, conservantes (E202, E211), acidulante (E296), aroma de manzana, colorantes (E102, E131, E104),
8480000158390;Salsa queso;Hacendado;d;4;E171;Dióxido de titanio;alto;Agua, crema de _queso_ cheddar 10% (_queso_ cheddar, aceite de girasol, _leche_ en polvo, almidón modificado, sales de fundido (E452, E340, E331), sal, estabilizantes (E410, E407), colorante (extracto de pimentón)), pimiento rojo, concentrado de _proteína de suero_, almidón modificado de maíz, aroma
8480000198082;Edulcorante de mesa a base de ciclamato y sacarina;Hacendado;not-applicable;4;E952;Ciclamato;alto;Dextrosa, edulcorantes (ciclamato sódico (E952) 9% , sacarina sódica (E954) 1.2%),
8480000224927;Brocheta de golosinas;Hacendado;e;4;E171;Dióxido de titanio;alto;Azúcar, jarabe de glucosa-fructosa, agua, gelatina, clara de _huevo_ en polvo, acidulante (ácido cítrico), aromas, colorantes (E100, E120, E133, E141, E150d, E153, E160a, E163, E171), extracto de azafrán, almidón de maíz.
8480000228239;Cherry stick con chicle;Hacendado;e;4;E321;BHT (Butilhidroxitolueno);alto;Azúcar, jarabe de glucosa, goma base, acidulante (E330), aromas, colorante (E163), humectante (sorbitol), antioxidante (E321).
8480000229755;Paté fresco de vino de Oporto;Hacendado;e;4;E250;Nitrito sódico;alto;Grasa de cerdo, hígado de pato 18%, carne de cerdo 14%, hígado de pollo 9%, grasa de pato, vino tinto de Oporto 8.1% (_sulfitos_), _leche_, _huevo_, azúcar, acidulante (E262, E325), sal nitrificada (sal, conservador (E250)), harina de arroz, coñac, vino de Madeira (_sulfitos_), especias (_mostaza_),
8480000279729;Gaseosa pequeña;Hacendado;c;4;E952;Ciclamato;alto;Agua carbonatada, acidulante (ácido cítrico), edulcorantes (E952, E954), aroma natural de limón, aromas naturales.
8480000284891;Cocktail de mojito sin alcohol;Pi.omka;e;4;E102;Tartrazina;alto;Agua, azúcares, acidulante (ácido cítrico), aromas, extractos, estabilizantes (E414, E445), conservantes (E202, E211), corrector de la acidez (E331), edulcorantes (E950, E955), antioxidante (E307), colorantes (E102, E133).
8480000290465;Fresh gas limón zero azúcar;Hacendado;c;4;E952;Ciclamato;alto;Agua carbonatada, zumo de limón a partir de concentrado 1%, acidulante (ácido cítrico), corrector de acidez (citratos de sodio), edulcorantes (E952, E950, E951), estabilizantes (E1450, E445), antioxidante (ácido ascórbico), conservador (sorbato potásico), aroma natural de cítricos con otros aromas n
8480000290618;Cola zero azúcar;Hacendado;c;4;E952;Ciclamato;alto;Agua carbonatada, colorante (E150d), acidulante (E338), edulcorantes (E952, E950, E951), corrector de acidez (citratos de sodio), aroma (cafeína), aroma natural.
8480000290731;Refresco cola zero azúcar;Hacendado;c;4;E952;Ciclamato;alto;Agua carbonatada, colorante (E150d), acidulante (E338), edulcorantes (E952, E950, E951), corrector de acidez (citratos de sodio), aroma (cafeína), aroma natural,
8480000290748;Meradona;Cola Zero;c;4;E952;Ciclamato;alto;carbonated water, coloring (e150d), acidifier (e338), sweeteners (e952, e950, e951), acidity corrector (sodium citrates), natural aroma,
8480000290786;Fresh gas limón zero azúcar;Hacendado;c;4;E952;Ciclamato;alto;Agua carbonatada, zumo de limón a partir de concentrado 1%, acidulante (ácido cítrico), corrector de acidez (citratos de sodio), edulcorantes (E952, E950, E951), estabilizantes (E1450, E445), antioxidante (ácido ascórbico), conservador (sorbato potásico), aroma natural de cítricos con otros aromas n
8480000292322;Cola zero;Hacendado;c;4;E952;Ciclamato;alto;Agua carbonatada, colorante (E150d), edulcorantes (E952, E950, E951), acidulante (E338), corrector de acidez (citratos de sodio), aroma (cafeina, aroma natural)
8480000340955;Pipas calabaza tostadas agua-sal;Hacendado;d;4;E171;Dióxido de titanio;alto;Pipas de calabaza, sal, colorante (E171),
8480000341082;Colorante alimentario;Hacendado;not-applicable;4;E102;Tartrazina;alto;Harina de maíz, colorante (tartrazina (E102 20%), sal.
8480000341822;Colorante alimentario;Hacendado;not-applicable;4;E102;Tartrazina;alto;Harina de maíz, colorante (tartracina E102 14%), sal,
8480000342317;Cocktail Mezcla;Hacendado;d;4;E320;BHA (Butilhidroxianisol);alto;Maiz, _cacahuete_ y garbanzos fritos, bolita snack (sémola de maíz, sémola de arroz, azúcar, aroma, aroma de humo, maltodextrina, potenciadores del sabor (E621, E-631)), pasas sultanas, aceite refinado de girasol, sal, aceite de algodón, antioxidante (E320),
8480000347770;Preparado paella con azafrán;Hacendado;e;4;E102;Tartrazina;alto;Harina de maíz, colorante (E102), sal, ajo, pimienta negra, clavo, pimentón, azafrán 1%.
8480000520999;Paté fresco pimienta verde;Hacendado;e;4;E250;Nitrito sódico;alto;27% fígado de porco, gordura de porco, creme de arroz (leite, farinha de arroz), 14% carne de porco, colagénio de porco, ovo, 3,1% pimenta verde, acidificantes: E262, E325, sal nitrificado (sal, conservante: E250), açúcar, cebola, especiarias (mostarda), aroma, antioxidantes: E300, E330, dextrose, h
8480000521002;Paté fresco finas hierbas;Hacendado;e;4;E250;Nitrito sódico;alto;27 % higado de cerdo, grasa de cerdo, crema de arroz(leche, harina de arroz), 14% carne de cerdo, colágeno de cerdo, huevo,3,1% zanahoria, 2,29% verduras del huerto (cebolla, paprika, puero), sal nitrificada (sal, conservante: E250), adulante: E262, E325, azúcar, cebolla, especias (mostaza), aroma n
8480000521675;Mousse de pato;Hacendado;e;4;E250;Nitrito sódico;alto;92% Paté: gordura de porco, 20% figado de pato, 15% carne de porco, 10% figado de frango, gordura de palo, leite, ovo, acidificante: E262, E325, açucar, sal nitrificado (sal, conservante: E250), farinha de arroz, Conhaque, Madelra, especiarias (mostarda), colagénio de porco, aroma natural, puré de t
8480000523075;Paté Finas Hierbas;Hacendado;e;4;E250;Nitrito sódico;alto;Carne de hígado de cerdo, _leche_ descremada, _huevo_, sal, finas hiervas, dextrosa, especias, aromas, conservador E250,
8480000530592;Salchichas cocidas de pollo y pavo sabor ahumado;Hacendado;d;4;E250;Nitrito sódico;alto;mechanically separated meat of chicken 76%, water, mechanically separated meat of turkey 7%, salt, dextrose, vegetable fiber, stabilizer (e450), flavorings, spice extracts, glucose syrup, gelling agent (e466), sweet potato concentrate, spices, smoke flavoring, antioxidant (e315), hydrolyzed vegetabl
8480000561589;Pechuga de pavo;Hacendado;b;4;E250;Nitrito sódico;alto;Pechuga de pavo 70%, agua, sal, dextrosa, azúcar, proteina de _soja_, estabilizante E451i, estabilizante E407, especias, aromas, finas hierbas, antioxidante E301, conservador E250,
8480000561626;Pechuga de pollo al corte;Hacendado;c;4;E250;Nitrito sódico;alto;pechuga de pollo 70%, agua, sal, dextrosa, azúcar, proteína de soja, estabilizante E451i, estabilizante E407, especias, aromas, antioxidante E301, conservador E250,
8480000590664;Bacon Cintas;Hacendado;e;4;E250;Nitrito sódico;alto;pork belly, salt, dextrose, stabilizer e451i, antioxidant e301, spice extract, preservative e250,
8480000592309;Pechuga de pavo al corte;Hacendado;b;4;E250;Nitrito sódico;alto;turkey breast 70%, water, salt, dextrose, soy protein, stabilizer e451i, stabilizer e407, sugar, antioxidant e301, preservative e250, aromas, spices,
8480000593351;Mortadela Aceitunas Azeitonas;Hacendado;e;4;E250;Nitrito sódico;alto;pork 55%, water, olives 16%, starch, salt, soy protein, flavorings, spices, stabilizer e451i, stabilizer e407, antioxidant e301, coloring e120, preservative e250,
8480000635457;Crujiente rosca de lomo, bacon y queso emmental;Hacendado;d;4;E250;Nitrito sódico;alto;harina de _trigo_, queso (_leche_) emmental fundido, lomo, agua, bacon, sal, aceite de oliva, harina de _centeno_ malteado, levadura, fécula de patata, dextrosa, aromas, estabilizante E451i, estabilizante E407, acidulante E331iii, antioxidante E330, antioxidante E301, colorante E160a, extracto de pi
8480000636430;Pizza Americana Rellena de Cheddar;Casa Tarradellas,Hacendado;d;4;E250;Nitrito sódico;alto;Harina de _trigo_, crema de _queso_ cheddar 12% (_queso_ cheddar 33.5%, agua, _nata_, proteína de _leche_, aroma, colorante: annatto E160b), salsa barbacoa carolina 10.5% ( tomate, agua, vinagre, azúcar, sal, aroma de humo), _queso_ mozzarella 8.7%, tiras de cerdo asado (carne de cerdo asada, sal, d
8480000636621;Pizza Tirolesa;Hacendado;d;4;E250|E251;Nitrito sódico|Nitrato sódico;alto|alto;Harina de trigo,  agua,  puré de tomate 13%, queso mozzarella 8% (leche, sal, cuajo, fermentos lácticos), jamón speck 7,5%  (carne de cerdo, sal, dextrosa, especias, aromas naturales, conservadores: E250, E251), champiñón [Agaricus bisporus] 4,8%, queso brillante 3,5% (leche, sal, cuajo, fermentos l
8480000650061;Xuxes party;Hacendado;e;4;E171;Dióxido de titanio;alto;Azúcar, jarabe de glucosa, jarabe de glucosa y fructosa, gelatina, agua, acidulantes (E330, E296, E270), almidón de maíz, almidón modificado de maíz, almidón modificado de patata, humectantes (E422, E420), jarabe de azúcar invertido, grasas vegetales de coco y palmiste, gelificante (pectinas), aroma
8480000650566;Chicles regaliz y menta;Hacendado;not-applicable;4;E171;Dióxido de titanio;alto;Edulcorantes (sorbitol, E953), goma base (antioxidante (E306)), edulcorante (E965), aromas, humectante (E422), espesante (goma arábiga), colorante (E171), regaliz en polvo, edulcorantes (acesulfamo K, sucralosa, aspartamo), agentes de recubrimiento (E553b, E-903).
8480000651457;Cintas con pica;Hacendado;e;4;E171;Dióxido de titanio;alto;Jarabe de glucosa y fructosa, azúcar, harina de trigo (gluten), almidón, acidulante (E296), grasa vegetal (palma), acidulantes (E330, E270), correctores de acidez (E325, E331), sal, emulgente (E471), aromas, humectante (E422), colorantes: E100, E120, E133, E160c, E171,
8480000652133;Chic Kles XXL;Hacendado;not-applicable;4;E171;Dióxido de titanio;alto;sweeteners (sorbitol, e953), gum base (antioxidant (e306)), sweeteners (xylitol, mannitol, e965), flavourings, thickener (gum arabic), humectants (e422, e1518), acidulants (malic acid, citric acid, tartaric acid), dyes (e171, e160a, e120), sweeteners (aspartame, acesulfame k), coating agents (e903, 
8480000668431;Tinto de verano;Casón histórico;not-applicable;4;E952;Ciclamato;alto;Agua carbonatada, vino, azúcar, acidulantes (E296, E330), aromas naturales, antioxidantes (E331), edulcorantes (E952, E950).
8480000693839;Ensalada de wakame;Hacendado;c;4;E102;Tartrazina;alto;Alga marina,Tiras del agar, Hongo negro, Condimento (jarabe con sabor a fruta, colorante E102, E133, vinagre de arroz, aceite de SESAMO y SOJA, sal, SESAMO, pimiento rojo, salsa de soja (TRIGO), potenciador de sabor: E621, proteína vegetal hidrolizada (SOJA),
8480000707413;Ciclamato y sacarina;Hacendado;not-applicable;4;E952;Ciclamato;alto;Agua, edulcorantes (ciclamato sódico E952, sacarina sódica E954 1,6%), acidulante (ácido cítrico E330), conservador (sorbato potásico E202),
8480000825735;Magdalenas rellenas;Hacendado;e;4;E171;Dióxido de titanio;alto;Harina de _trigo_ (_gluten_), azúcar, aceite refinado de girasol (18,4%), crema al cacao (15,5%) (agua, azúcar, dextrosa, aceite refinado de girasol, glicerina, pasta de _avellana_ (_frutos de cáscara_), cacao en polvo 5%, espesante (almidón modificado), caramelo de sacarosa, proteína _láctea_ (_lec
8480000845979;Mini saladas;hacendado;unknown;4;E250;Nitrito sódico;alto;HARINA TRIGO, MARGARINA (GRASAPALMA, ACEITE (GRASOL SOJA, NABINA), AGUA, SAL, EMULGE471, ACIDE330, CONSRVADORE202, ANTIOXE306, E304, AROMA, COLORE160A), AQUA, AZÚCAR, LEVADURA, SAL, EMULGE472E, GLUTEN, DEXTROSA, ANTIOXE300, AROMA. SOBRASADA (CARNE, TOCINO, HÍGADOCERDO, AGUA, FÉCULAPATATA, PIMENTÓN, 
8480000849977;Poke salmón;Hacendado;c;4;E102;Tartrazina;alto;Arroz cocido [arroz, agua, mezcla de vinagres (azúcar, vinagre de alcohol, vinagre de arroz, agua, sal, azúcar demerara), aceite de maíz y zumo de limón (limón exprimido y antioxidante E223 (sulfitos))], salmón 10% (Salmo salar) (pescado), pepino, mango (mango antioxidantes E302, E300, E330 y E509),
8480000867865;Pechuga de pavo reducido en sal finas lonchas;Hacendado;a;4;E250;Nitrito sódico;alto;Pechuga de pavo(65%), agua, jarabe de glucosa, dextrosa, cloruro potásico, cloruro sódico, estabilizantes e451, e-407,aromas, antioxidante e301, conservadores e261, e250
8480010005110;Croquetas jamón;Eroski;d;4;E252;Nitrato potásico;alto;Agua, harina de trigo, pan rallado (harina de trigo, agua, sal, levadura, harina de cebada malteada, antioxidante: (E-300), aceite de palma, Suero de leche, jamón curado (3%) (jamón de cerdo, sal, dextrosa, conservadores (E252 y E-250), antioxidante (E-301) y corrector de la acidez (E-331ii), almidó
8480012007426;Gaseosa;Eliges, IFA;c;4;E952;Ciclamato;alto;Agua cartonatada, acidulante (icidu ctrico), edulcorantes (E952 yE-954) y aronas. Modo de emplec: no agtar antes de abric Servir fio. INFORMACIÓN NUTRICIONAL Consumir preferentenente ate ver tapón o botele VALORES MEDIOS POR 100 ml 2/0 0.
8480012035221;Edulcorante;Eliges;not-applicable;4;E952;Ciclamato;alto;Edulcorante: ciclamato sódico anhidro (E952) 67%, Corrector de la acidez: bicarbonato sódico (E500), edulcorante: sacarina (E954) 7%, Acido tartárico (E334), Dioxido de silicio (E551).
8480013040361;Paté a las finas hierbas;Spar;e;4;E250;Nitrito sódico;alto;ES) Paté đe bigado de cerdo alas firas hiertax Ihgredientes: ocino de cerdo, higado de cedo 261 n came de cerdo, cebola, proteina animal, sal proteina de azúcar, aromas, especias (0,43, dextrosa, antiondante E - Conservador (E250), Puede contener trazas de hue. Cou Var en hugar fresco y seco. Una ve
8480013125013;Chicle de fresa;Spar;not-applicable;4;E171;Dióxido de titanio;alto;Edulcorantes (sorbitol, isomaltosa, maltitol, manitol, jarabe de maltitol, aspartamo, acesulfamo K, sucralosa), goma base (lecitina de soja) aromas, colorante (E171), estabilizante (goma arabiga), acidulante (ácido citrico), aceite vegetal (palma, coco), agentes de recubrimiento (cera de abeja, cera
8480013125044;Chicle sabor hierbabuena;Spar;not-applicable;4;E171;Dióxido de titanio;alto;Edulcorantes (sorbitol, isomalt, maltitol, manitol, jarabe de maltitol, aspartamo, acesulfamo K, sucralosa), goma base, aromas, colorante (E171), estabilizante (goma arábiga), agentes de recubrimiento (cera de abeja, cera carnauba).
8480017019806;Preparado em pó sabor Morango;Dia;unknown;4;E952|E171;Ciclamato|Dióxido de titanio;alto|alto;Ingre en polvo (maltodextrina, zumo de remolacha concentrado), espesante (E952 E954), antiaglomerante (E341), vitamina C, maltodextrina, fresa en polvo (0,1 %) (arabe de glucosa, pulpa de fresa), colorante (E171), espesante (E414) y colorante (E160a). Modo de preparación: mezclar el contenido de un 
8480017027368;Chorizo Extra;Dia;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;carne de cerdo (111 g de carne utilizados para elaborar 1 de producto), leche desnatada en polvo, sal, pimentón, azúcar y estabilizantes (E451, E450), conservadores (E250, E252), Colorante E120, antioxidantes (E316, E392), Conservador de Superficie (E202)
8480017034083;Jamón cocido extra;Dia;d;4;E250;Nitrito sódico;alto;jamón de cerdo (85°%), agua, sal, Valores conservadores (E326, E243. E250, jarabe de glucosa, antioxidantes (E331, E301), aromas, estabilizantes (E451, E450), gelificantes (E407, E415), extracto de especias. Elaborado a partir de piezas de carne.
8480017042545;Hola Cola Zero;Dia;c;4;E952;Ciclamato;alto;Agua carbonatada, colorante (E150d), acidificante (E338), edulcorantes (E952, E950, E951 regulador de acidez (E331) e aromas (incluiendo cafeina)
8480017047236;Bobbi bitter;Dia;d;4;E122;Azorrubina, Carmoisina;alto;Agua carbonatada, tosa aciddante (E 330), extractos nan romas conservador (E 202), edulcorante E E122 E 124). E 122, E 124: puede tener ee dad y la atención de los niños. Servir fie no agitar antes de consumir. Conservar alores agresivos y fuera del akcance de la areferentemente antes del ver base d
8480017048158;Pechuga de pavo;Dia;c;4;E250;Nitrito sódico;alto;peito de peru (60%), água, xarope de glicose, sal, conservantes (E326. E243 E250), estabilizadores (E451, E450), gelificantes (E407, Sal: E415), antioxidantes (E331, E301), proteina vegetal IR-Ingesta de R soja), fibra vegetal, aromas, extracto de especias
8480017057136;Jamón cocido;Dia;d;4;E250;Nitrito sódico;alto;jamón de cerdo (74%), agua, sal, jarabe de glucosa, estabilizantes (E420, E451, E450), antioxidantes (E331, E301), gelificantes (E407, E415), conservadores (E326, E243, E250), dextrosa, aromas, extracto de especias.
8480017061126;Pechuga de pavo braseada;Dia;d;4;E250;Nitrito sódico;alto;pechuga de pavo (63%), agua. antioxidantes (E325, E316), estabilizantes (E407, E420, E451), sal, aroma, aroma de humo, potenciador del sabor (E621), conservador (E250) Puede contener trazas de leche derivados (incluida la lactosa).
8480017062505;Queso de oveja;Dia;d;4;E252;Nitrato potásico;alto;leche cruda de oveja, sal, cuajo, estabilizante (E509), conservador (E252) y fermentos lácticos. Aditivos en corteza: conservadores (E202, E235) y colorantes (E172). Origen de la leche: España.
8480017064066;Dia flash;Dia;e;4;E952;Ciclamato;alto;Agua, jarabe de glucosa y fructosa (6,5%), azúcar (0,5%), acidulante (E330), espesante (E466), edulcorantes (E952, F951*, E954), conservadores (E202, E211), aromas, vitamina C (L-ascorbato de sodio), colorantes (E120, E163). *Contiane aspartamo (una fuente de fenilalanina).
8480017066305;Albóndigas;Dia;c;3;E250;Nitrito sódico;alto;Albóndigas en salsa con guisantes y zanahorias: salsa(50,73%), [agua, harina de trigo cebolla, vino, tomate concentrado, manteca de cerdo, zanahoria, aceite de girasol, fécula de patata (15%), carne de pavo(7,7%), tocino de cerdo, harina de trigo, carne separada mecánicamente de pavo (3,9%), sal, al
8480017068187;Queso de oveja curado;Dia;d;4;E252;Nitrato potásico;alto;leche cruda de oveja, sal, cuajo, estabilizante 9), conservador (E252) y fermentos lácticos. Aditivos, comservadores (E202, E235) y colorantes (E172). Origen la leche España.
8480017073976;Limón UPSS Zero;dia;a;4;E952;Ciclamato;alto;Agua carbonatada (93%), zumo de limón a partir de concentrado (6%), acidulante (E330), conservador (E202 estabilizantes (E1450 y E444), edulcorantes (E950, E952 y E955 00 Oxidante (E300) y aromas.
8480017074683;Fiambre de pechuga cocida de pavo;Dia;d;4;E250;Nitrito sódico;alto;Pechuga de pavo (50%), agua, fécula de patata, sal, conservadores (E326, E243, E250), jarabe de glucosa, estabilizantes (E451, E450, E420), gelificantes (E407, E415), antioxidantes (E331, E301), aromas, extracto de especias. Puede contener trazas de soja Elaborado a partir de piezas de carne.
8480017075291;Paleta curada;Dia;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Paleta de cerdo (92%), sal, azúcar, conservadores (E250, E252), dextrosa, antioxidante (E301)
8480017075550;Paté de Hígado de Cerdo;Dia;d;4;E250;Nitrito sódico;alto;tocino de cerdo, agua, higado de cerdo (23%), cebolla, sal, proteína animal, azúcar,  aroma(colorante ( E160c), antioxidante (E306)), conservador (E250)
8480017088178;Salchicha Frankfurt;Dia;d;4;E250;Nitrito sódico;alto;carne separada mecánicamente de pollo, agua, grady corteza de cerdo, came separada mecánicamente de pavo, almidón de Dalata sal azucar, estabilizantes (E451, E412, E415), especias, antioxidante (E316), aroma de humo, conservador (E250), Puede contener trazas de soja y leche
8480017094612;Bloc de foie gras de pato;Dia;e;3;E250;Nitrito sódico;alto;higado graso de pat , mañac, azucar, pimienta, conservador (E250), antioxidante
8480017100627;Napolitana de atún;La Hornada del Dia;unknown;4;E320;BHA (Butilhidroxianisol);alto;harina de trigo, relleno de atún (25%) [tomate frito (tomate, sal, acidulante (E330)), atún en aceite de girasol (9,2%) (atún, aceite de girasol y sal), aceite de girasol, lactosuero, espesante (E1414), leche entera en polvo, fécula de patata, espesantes (E401, E339, E450, E516, E504), glucosa atomi
8480017102188;Paleta cocida;Dia;d;4;E250;Nitrito sódico;alto;paleta de cerdo (71%), agua, Jarabe de glucosa, sal, aromas, conservadores (E326, E243, E250), dextrosa, fibra vegetal, antioxidantes (E351, E301), estabilizantes (E451, E450), gelificantes (E407, E415), hemoglobina, extracto de especias.
8480017104670;Empanada de carne;Dia;c;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Harina de trigo, cebolla, [cebolla, aceite de oliva, sal, espesantes (E412, E412)], carne de cerdo (11%), vino blanco (contiene sulfitos), pimiento [pimiento, corrector acidez (E330), sal], agua, aceite de girasol, sal, fécula de patata, jamón curado [jamón de cerdo, sal, azúcar, conservadores (E250
8480017106438;Requins bonbons;Dia;e;4;E171;Dióxido de titanio;alto;Jarabe de glucosa, azúcar, agua, gelatina, acidulantes (E330, E270), aromas, colorantes (E171, E120, E133), agente de recubrimiento (E903) y aceite vegetal de palma.
8480017107282;Pollo Salchichas;Dia;d;4;E250;Nitrito sódico;alto;Carne separada mecanicamente de pollo (79%), agua, sal, estabilizante (E451), especias y aromas, antioxidante (E316), aroma de humo, conservador (E250). Recubrimiento: colágeno.
8480017139825;Chorizo ibérico lonchas;Dia;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;magro y tocino de cerdo ibérico (157 g para elaborar 100 g de producto), sal, especias, lactosa, dextrina, proteína de soja, proteína de la leche, azúcar, estabilizante (E450), antioxidante (E316), conservadores (E252, E250), colorante (E120).
8480017139832;Salchichón ibérico extra, loncheado;Dia;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;magro y tocino de cerdo ibérico (157 g para elaborar 100 g de producto), sal, dextrosa, dextrina, lactosa, caseinato sódico (derivado de la leche), especias, azúcar, emulgentes (E450, E451, E452), antioxidante (E301), aroma, potenciador del sabor (E621), conservadores (E252, E250), colorante (E120).
8480017142771;Salchichón de pavo;Dia;e;4;E250;Nitrito sódico;alto;carne desossada da pema de peru (69,7 %) e gordura de pato (17,390 leite magro em pó, sal, especiarias, dextrose, estabilizadores (E451, F45) antioxidante (F316). conservador ( E250) y colorante (E120)
8480017142788;Chorizo de pavo;Dia;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;carne desossada da perna de peru (74%) e gordura de pato (17%), leite em pó, sal, pimentão-doce, alho, especiarias, dextrose, estabilizadores (E451, E450, E452), antioxidantes (E316, E392), conservantes (E250, E252) e corante (E120), Conservante na superficie: E202.
8480017148308;Soup;Dia;unknown;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;jamon de cerdo (133 g de carne fresca para obtener 100 g de producto final),jarabe de glucosa, dextrosa, azucar, aroma, extractos de especias, antioxidante (E301), conservadores (E250 y E252).
8480017154231;Lomo de cebo ibérico;Dia;e;3;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;lomo de cerdo ibérico (165 g de carne de cerdo para elaborar 100 g de producto), sal, pimentón, azúcar, especias, antioxidante (E301), conservadores (E250 y E252), corrector de acidez (E331). Puede contener trazas de soja y leche.
8480017160737;Conos de maíz con queso y bacon;Dia;d;4;E320;BHA (Butilhidroxianisol);alto;Harina de maíz, grasa vegetal de palma, sal, azúcar, suero lácteo en polvo, aroma de humo, aromas (contiene lactosa), potenciadores del sabor (E621, E631, E627), estabilizantes (E339), colorantes (E160c, E160b), antioxidantes (E320, E310, E330, E307)
